30.0	31.6	27.8	23.0	17.3	11.6
60.0	61.3	57.5	52.7	47.0	41.3
90.0	91.3	87.5	82.7	77.0	71.3
120.0	120.6	116.9	112.0	106.4	100.6
150.0	150.0	146.3	141.4	135.8	130.0
30.0	46.4	41.1	35.4	30.2	25.4
60.0	76.7	71.4	65.7	60.5	55.7
90.0	107.3	102.0	96.3	91.1	86.3
120.0	137.7	132.4	126.7	121.5	116.7
150.0	168.1	162.8	157.1	151.9	147.1
