0.00	15.32	35.02	71.86	89.68	98.79
0.00	22.02	35.42	70.66	87.54	92.23
0.00	18.94	33.54	69.72	87.41	91.42
0.00	29.66	36.22	63.56	86.74	90.49
0.00	22.96	32.34	53.37	87.67	90.08
0.00	18.80	28.05	70.66	89.28	91.42
0.00	30.73	27.38	69.99	87.67	90.08
0.00	13.04	26.04	61.41	89.01	90.89
0.00	12.10	17.73	36.76	88.74	90.08
0.00	20.95	67.57	47.07	88.34	89.41
