0.84680661	0.64984368	0.281375614	0.103171059	0.012058955	0
0.779812416	0.645824029	0.293434569	0.124609201	0.077713265	0
0.810629745	0.664582403	0.302813756	0.125949084	0.085752568	0
0.703439035	0.637784725	0.364448414	0.132648504	0.095131755	0
0.770433229	0.676641358	0.466279589	0.123269317	0.099151407	0
0.811969629	0.719517642	0.293434569	0.10719071	0.085752568	0
0.692719964	0.726217061	0.300133988	0.123269317	0.099151407	0
0.869584636	0.7396159	0.385886556	0.109870478	0.091112104	0
0.878963823	0.8226887	0.63242519	0.112550246	0.099151407	0
0.790531487	0.324251898	0.529254131	0.116569897	0.105850826	0
