1.844	37.811
1.543	13.166
1.285	6.500
1.001	3.653
0.711	2.097
0.545	1.360
0.387	0.183
0.274	0.000
1.844	98.904
1.543	97.155
1.285	93.806
1.001	76.257
0.711	27.730
0.545	0.000
1.844	78.901
1.543	56.112
1.285	33.834
1.001	7.422
0.711	0.330
0.545	0.000
1.844	96.409
1.543	88.727
1.285	72.732
1.001	34.240
0.711	2.648
0.422	0.471
0.274	0.000
